,id,title,daoId,juniorDescription,middleDescription,seniorDescription,startAt,endAt,author,createdAt,snapshotId,discussionLink,snapshotLink,userId,issueNumber,seniorLength,middleLength,juniorLength,sum_sent_count,text_sent_count,sum_word_count,text_word_count,sum_char_count,text_char_count,sum_word_density,text_word_density,sum_sent_density,text_sent_density,sum_punc_count,text_punc_count,text_stopw_count,sum_stopw_count,sum_stopw_density,text_stopw_density,GPT4_summary,GPT3_5_turbo_summary
195,236,[ARFC] Repay Excess CRV Debt on Ethereum v2,3,This publication proposes sourcing CRV tokens from USDC and aUSDC holdings in the Ethereum v2 Collector Contract to repay the excess debt in the CRV Reserve on the Ethereum v2 liquidity pool. A sw...,This publication proposes sourcing CRV tokens from USDC and aUSDC holdings in the Ethereum v2 Collector Contract to repay the excess debt in the CRV Reserve on the Ethereum v2 liquidity pool. A sw...,--- Title: [ARFC] Repay Excess CRV Debt on Ethereum v2. Author: @llamaxyz - @MatthewGraham. Dated: 2022-12-08. --- Simple Summary. This publication proposes sourcing CRV for the purpose of repayin...,1670842800000,1671188400000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1670774408165,0xa9634f562ba88a5cd23fabe515f36094ccb1d13294a5319bc41ead5dc77a23f9,https://governance.aave.com/t/arfc-repay-excess-crv-debt-on-ethereum-v2/10955,https://snapshot.org/#/aave.eth/proposal/0xa9634f562ba88a5cd23fabe515f36094ccb1d13294a5319bc41ead5dc77a23f9,,181.0,6054,549,548,3,63,100,1047,454,5030,0.219780,0.208110,0.029703,0.060115,14,281,332,34,0.336634,0.316794,"The document discusses a proposal to repay an \"excessive debt\" of roughly 2.65 million CRV tokens, which equals about $1.76 million, that resulted from the Ethereum v2 CRV Reserve. To do this, the...",This proposal suggests using funds held in the Aave v2 Collector Contract to repay the excessive debt in the CRV Reserve on the Ethereum v2 liquidity pool. This would involve acquiring CRV tokens ...
196,237,[ARFC] Ethereum v2 Collector Contract Consolidation,3,"This proposal is about consolidating the assets held in the Aave v2 Collector Contract by swapping a portion of the long tail assets to USDC, redeeming ammTokens for their underlying assets, and d...","This proposal is about consolidating the assets held in the Aave v2 Collector Contract by swapping a portion of the long tail assets to USDC, redeeming ammTokens for their underlying assets, and d...",--- title: Ethereum v2 Collector Contract Consolidation. author: @llamaxyz - Matthew Graham & dydy. discussion: shortDescription: Consolidate the assets held within the v2 Collector Contract. crea...,1670842800000,1671188400000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1670775304782,0xe1e72012b87ead90a7be671cd4adba4b5d7c543be5c2c876d14337e6e22d3cec,https://governance.aave.com/t/arfc-ethereum-v2-collector-contract-consolidation/10909,https://snapshot.org/#/aave.eth/proposal/0xe1e72012b87ead90a7be671cd4adba4b5d7c543be5c2c876d14337e6e22d3cec,,182.0,2955,514,514,2,34,83,456,432,2498,0.191686,0.182473,0.023810,0.074398,6,90,150,28,0.333333,0.328228,"This proposal by @llamaxyz aims to tidy up the Ethereum v2 Collector Contract, which currently holds over 60 different types of assets such as aTokens and ammTokens used in the Aave platform. Some...",This proposal suggests consolidating the assets held in the Ethereum v2 Collector Contract. The idea is to swap some of the less valuable assets to USDC and redeem other assets from the Aave AMM d...
197,239,Compound DAO rETH2 into sETH2-Part 2,7,This proposal is about converting the remaining roughly 197 rETH2 in the merkle distributor to sETH2 in order to gain additional yield. The team will take the rETH2 from the merkle distributor and...,This proposal is about converting the remaining roughly 197 rETH2 in the merkle distributor to sETH2 in order to gain additional yield. The team will take the rETH2 from the merkle distributor and...,"Proposal. This is the formal snapshot vote for this proposal, which can be found more in detail here: [link] I propose we take the remaining roughly 197 rEth2 in the merkle distributor and convert...",1670819303000,1671649200000,0x25a98Fa0ddf9F2a186EEABa1A92954CF72fFbd54,1670820308149,0x54440a3faf5701c7b26a71e5707b8266067e516617ca758f69e912c997a209d3,https://forum.stakewise.io/t/converting-treasury-reth2-to-seth2-to-generate-additional-yield-swip/997?u=s3rg,https://snapshot.org/#/stakewise.eth/proposal/0x54440a3faf5701c7b26a71e5707b8266067e516617ca758f69e912c997a209d3,,184.0,600,304,304,3,7,51,102,254,499,0.200000,0.204000,0.057692,0.067961,3,15,39,19,0.365385,0.378641,"This proposal is about a voting process to decide whether we should convert roughly 197 rEth2 (a type of cryptocurrency) that we currently have in a system known as the merkle distributor, into an...",The proposal suggests converting approximately 197 rEth2 into sETH2 to earn more yield. There are already around 182 sETH2 in the Stakewise Multisig. The team will claim the rETH2 from the merkle ...
198,240,[ARFC] Receipt of Gauntlet Insolvency Fund,3,"This proposal is about transferring funds held in the Gauntlet Insolvency Fund to Aaves Ecosystem Reserve. The funds will be transferred in the form of AAVE tokens, and Gauntlet will unstake their...","This proposal is about transferring funds held in the Gauntlet Insolvency Fund to Aave's Ecosystem Reserve. The funds will be transferred in the form of AAVE tokens, and Gauntlet will unstake thei...",--- Title: [ARFC] Receipt of Gauntlet Insolvency Fund. Author: @llamaxyz. Dated: 2022-11-06. --- Simple Summary. Llama proposes that Gauntlets Insolvency Fund be transferred to the Aave Ecosystem ...,1670842800000,1671188400000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1670832907720,0x1a9deb5c46818aad1a128e65821ecab82fe8c9e01b82551b080f4059f871e91e,https://governance.aave.com/t/arfc-receipt-of-gauntlet-insolvency-fund/10933,https://snapshot.org/#/aave.eth/proposal/0x1a9deb5c46818aad1a128e65821ecab82fe8c9e01b82551b080f4059f871e91e,,,1631,416,415,3,18,68,256,348,1378,0.194842,0.185642,0.043478,0.070039,5,58,92,27,0.391304,0.357977,"The author, @llamaxyz, is suggesting that Gauntlet, which is currently in excessive debt, transfer its Insolvency Funds to an entity called the Aave Ecosystem Reserve, but specifically in the form...","Llama proposes that Gauntlet Insolvency Fund be transferred to the Aave Ecosystem Reserve in the form of AAVE tokens. This is in response to excessive CRV debt, and Gauntlet has already committed ..."
199,241,[Temp Check] Deploy Aave on Metis,3,"This proposal is about integrating Aave V3 into the Metis Andromeda Mainnet, a decentralized Ethereum layer 2. By doing this, users and the DAO at large would benefit from features such as builder...","This proposal is about integrating Aave V3 into the Metis Andromeda Mainnet, a decentralized Ethereum layer 2. By doing this, users and the DAO at large would benefit from features such as builder...","Summary. Proposal for the deployment of Aave V3 on Metis Andromeda Mainnet. Proposal. Born out of the need for permissionless and open collaboration, Metis Andromeda is an EVM Equivalent Ethereum ...",1670943600000,1671469200000,0x674B28b30A8D5c2553f80dD9C3Fac639975568F4,1670856308031,0xaba8da3287788ee77013aa6b0584694807dc15304ab5c283fe1fc728bf1d5864,https://governance.aave.com/t/launch-aave-v3-on-metis/7056,https://snapshot.org/#/aave.eth/proposal/0xaba8da3287788ee77013aa6b0584694807dc15304ab5c283fe1fc728bf1d5864,,185.0,5843,622,622,4,34,97,912,526,4952,0.184061,0.184131,0.040816,0.037240,9,141,330,35,0.357143,0.361446,"This proposal involves the integration of Aave V3, a decentralized finance protocol, onto the Metis Andromeda Mainnet, a platform built to support the wider Web3 economy. Metis is an advanced vers...","This proposal suggests integrating Aave V3, a trusted and established money market, with Metis Andromeda Mainnet, an Ethereum Layer 2 network. Metis Andromeda aims to provide scalability, on-chain..."
200,242,Increase Kanpai Treasury Payout Ratio to 100% [Signal],5,"This proposal suggests that 100% of the fees from Sushi will be redirected to the Treasury for one year, rather than 10%, as was previously set. This revenue would come in the form of 50% ETH and ...","This proposal suggests that 100% of the fees from Sushi will be redirected to the Treasury for one year, rather than 10%, as was previously set. This revenue would come in the form of 50% ETH and ...","This proposals expectation is to produce a community signal. Full details and discussions thus far can be found at: [link] Synopsis: With the introduction of Kanpai and a Treasury Payout Ratio, th...",1670857200000,1671469200000,0x4bb4c1B0745ef7B4642fEECcd0740deC417ca0a0,1670857204789,0xd817c716ff271f5141cfe112e1fd7b652f961b4c965852eb44d8ed1ec3a5d3b5,https://forum.sushi.com/t/reinstated-increase-kanpai-treasury-allocation-to-100/11475,https://snapshot.org/#/sushigov.eth/proposal/0xd817c716ff271f5141cfe112e1fd7b652f961b4c965852eb44d8ed1ec3a5d3b5,,186.0,1124,434,434,3,8,73,197,362,931,0.201102,0.211373,0.040541,0.040404,13,29,89,28,0.378378,0.449495,"This proposal is about redirecting 100% of the fees from Sushi to the Treasury fund for a year. Previously, it was just 10%. This means the Treasury, which supports the community, will receive mor...","This proposal suggests redirecting 100% of the fees generated by Kanpai to the Sushi treasury for a year or until new tokenomics are implemented. The treasury will receive 50% ETH and 50% USDC, wh..."
201,243,[ARFC] Aave DAO Policy Change: Halt Listings on all Aave v1 & v2 Non Permissioned Deployments,3,This proposal is about changing the policy of the Aave DAO to prevent any further asset listings from taking place on v1 and v2 deployments. The authors are appealing to the Aave DAO to adopt this...,This proposal is about changing the policy of the Aave DAO to prevent any further asset listings from taking place on v1 and v2 deployments. The authors are appealing to the Aave DAO to adopt this...,"--- Title: [ARFC] Aave DAO Policy Change: Halt Listings on all Aave v1 & v2 Non Permissioned Deployments. Author: @Llamaxyz, Gauntlet, Chaos Labs, 3SE Holdings & @ItsFreeRealEstate. Status: Propos...",1670929200000,1671274800000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1670865307605,0x7ee1bb96cfec2aa6c7847a294cacd768d63a531d3188ba3458223288c7bc5787,https://governance.aave.com/t/arfc-aave-dao-policy-change-halt-listings-on-all-aave-v1-v2-non-permissioned-deployments/10831,https://snapshot.org/#/aave.eth/proposal/0x7ee1bb96cfec2aa6c7847a294cacd768d63a531d3188ba3458223288c7bc5787,,187.0,2705,577,577,4,23,95,400,482,2305,0.196687,0.173461,0.041667,0.057357,6,186,118,37,0.385417,0.294264,"The team behind Aave, a crypto lending platform, is proposing a policy change. They want to stop adding new assets to the older versions of Aave, specifically versions 1 and 2, including their var...","This proposal suggests that the Aave DAO, which governs the Aave decentralized lending platform, should stop adding new assets to older versions of Aave (v1 and v2) and only allow new asset listin..."
202,244,Referral Program for Ethereum - Final Reform,10,"This passage is proposing a new referral program for stETH, which is a token that allows users to interact with decentralized applications on the Ethereum blockchain. The proposal suggests impleme...","This passage is proposing a new referral program for stETH, which is a token that allows users to interact with decentralized applications on the Ethereum blockchain. The proposal suggests impleme...","Background. The bear market and recent market events has shown the importance of increasing the adoption of defi and more decentralized infrastructure. With increased centralized competition, spee...",1670955873000,1671548400000,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,1670956208711,0x7f19fed19b66df88b45d64c22f9905fbf716839a5052fb79b10ee2ef1241645d,https://research.lido.fi/t/referral-program-for-ethereum-final-reform/3316,https://snapshot.org/#/lido-snapshot.eth/proposal/0x7f19fed19b66df88b45d64c22f9905fbf716839a5052fb79b10ee2ef1241645d,,188.0,4360,600,600,4,69,103,748,498,3616,0.206413,0.206801,0.038462,0.092123,10,152,275,44,0.423077,0.367156,"The Lido DAO wants to introduce a new referral program to reward users who refer others who convert their ETH into stETH. The rewards are tiered based on referral volumes, starting from 2.5 DAI pe...","This proposal suggests implementing a new referral model for stETH, focusing initially on Ethereum. The new model would offer referral rewards based on the amount of ETH referred, starting at 2.5 ..."
203,246,[BIP - 134] Enable BRZ-jBRL - bb-am-usd 50/50 Pool Gauge with a 2% cap (Polygon),12,"This proposal is about creating a Balancer pool called the 2brl-bb-am-usd Pool which will combine two Brazilian Real stablecoins, BRZ and jBRL into one Balancer gauge. This combination of currenci...","This proposal is about creating a Balancer pool called the 2brl-bb-am-usd Pool which will combine two Brazilian Real stablecoins, BRZ and jBRL into one Balancer gauge. This combination of currenci...","Hi all! Summary: Enable a Balancer gauge for the 2brl - bb-am-usd on Polygon. Following our first proposal ([link]) and after the first feedback, I am also proposing another proposal to add a gaug...",1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671040810028,0xe52f25650ecfe921e6c4ce474c4a1ef512075d8f0d967b6d88f76056b1f3d09e,https://forum.balancer.fi/t/bip-134-enable-brz-jbrl-bb-am-usd-50-50-pool-gauge-with-a-2-cap-polygon/4163,https://snapshot.org/#/balancer.eth/proposal/0xe52f25650ecfe921e6c4ce474c4a1ef512075d8f0d967b6d88f76056b1f3d09e,,192.0,8145,973,972,5,52,155,1362,823,6842,0.188107,0.199036,0.032051,0.038151,19,375,489,57,0.365385,0.358767,"The proposal is to add a gauge to the 2brl-bb-am-usd pool on the Polygon network, enabling a more efficient connection of jBRL and BRZ currencies to Balancer liquidity. Jarvis Network and Transfer...","This proposal suggests adding a gauge for the 2brl - bb-am-usd pool on Polygon. The pool connects Brazilian Real stablecoins, BRZ and jBRL, to the Balancer liquidity and increases its natural yiel..."
204,247,[BIP - 133] Enable BRZ-jBRL Stable Pool Gauge with a 2% cap (Polygon),12,"This proposal is a collaboration between Jarvis Network and Transfero to bring decentralized finance to Brazil. The goal of the 2brl pool is to increase the stability of BRZ, which is a Brazilian ...","This proposal is a collaboration between Jarvis Network and Transfero to bring decentralized finance to Brazil. The goal of the 2brl pool is to increase the stability of BRZ, which is a Brazilian ...",Summary: Enable a Balancer gauge for the BRZ - jBRL stable pool (coined 2brl) on Polygon. BRZ and jBRL are both Brazilian Real stablecoins. BRZ is backed 1:1 by Brazilian Real (BRL) and issued by ...,1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671040810183,0xe2d0f0c6e2513f433f9e12fb8ebc9f759e278e8d4e94c3de40875117cec6ab71,https://forum.balancer.fi/t/bip-133-enable-brz-jbrl-stable-pool-gauge-with-a-2-cap-polygon/4026,https://snapshot.org/#/balancer.eth/proposal/0xe2d0f0c6e2513f433f9e12fb8ebc9f759e278e8d4e94c3de40875117cec6ab71,,190.0,7576,848,848,5,47,140,1273,712,6343,0.196353,0.200662,0.035461,0.036892,15,313,468,54,0.382979,0.367347,"This proposal is to introduce a Balancer gauge for the BRZ - jBRL stable pool called the 2brl on Polygon. Both BRZ and jBRL are stablecoins representing the Brazilian Real, with BRZ issued by Tran...",This proposal aims to create a Balancer gauge for the BRZ-jBRL stable pool on the Polygon network. BRZ and jBRL are stablecoins backed by the Brazilian Real and are issued by Transfero. The goal o...
205,254,[BIP-136] Unused Gauges Cleanup - Take 2,12,This proposal is about reconciling the current state of different pools with the desired state. It explains that there are a total of 9 gauges that have been identified as still being active from ...,This proposal is about reconciling the current state of different pools with the desired state. It explains that there are a total of 9 gauges that have been identified as still being active from ...,"Introduction. [BIP-120]([link]) intended to remove a number of pools from the Gauge system. In the specification section, the list of gauges to kill was taken from data that did not include change...",1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671043504468,0x619a0eeebffc7d80696f6ba9e72526923ee7c6e108390160f2ff886a6405f32e,https://forum.balancer.fi/t/bip-136-unused-gauges-cleanup-take-2/4168,https://snapshot.org/#/balancer.eth/proposal/0x619a0eeebffc7d80696f6ba9e72526923ee7c6e108390160f2ff886a6405f32e,,195.0,1700,442,442,3,8,76,250,369,1480,0.205405,0.168805,0.038961,0.031873,9,171,69,33,0.428571,0.274900,"This proposal is essentially a clean-up operation. It aims to deactivate (or \"kill\") certain elements, known as \"gauges\", in the cryptocurrency system that were supposed to have been deactivated b...","This proposal, known as BIP-120, aims to remove certain pools from the Gauge system. However, there was an oversight in the original specifications, and some pools were not properly included due t..."
206,255,[BIP-135] Grant BLabs authorization to set arbitrum bridging fees,12,The proposal is about giving the BLabs Ops Multisig (which is responsible for managing and keeping track of things like root gauges and bridging tokens) control over internal settings related to t...,The proposal is about giving the BLabs Ops Multisig (which is responsible for managing and keeping track of things like root gauges and bridging tokens) control over internal settings related to t...,Arbitrum root gauges contain internal settings related to the cost of bridging BAL incentives minted on Mainnet to the corresponding liquidity gauges on Arbitrum. This proposal aims to grant to th...,1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671043504429,0x21066141fceedf2bc4063a5f3e80424c5ec1eac2d43bed54b213c9923fa3efeb,https://forum.balancer.fi/t/bip-135-grant-blabs-authorization-to-set-arbitrum-bridging-fees/4166,https://snapshot.org/#/balancer.eth/proposal/0x21066141fceedf2bc4063a5f3e80424c5ec1eac2d43bed54b213c9923fa3efeb,,194.0,621,562,561,3,4,87,87,475,536,0.182773,0.162011,0.034091,0.045455,8,46,30,32,0.363636,0.340909,"This proposal is about assigning the BLabs Ops Multisig team the task of managing certain settings in Arbitrum root gauges, which are part of a blockchain system. These settings affect how BAL inc...",This proposal suggests giving the BLabs Ops Multisig the ability to adjust certain internal settings related to the cost of transferring BAL incentives between the Mainnet and Arbitrum. These sett...
207,256,[BIP-138] Enable bb-a-FRAX / bb-a-USDC Gauge [Ethereum],12,"This proposal is about creating a pool with two boosted stable tokens, bb-a-USDC and bb-a-FRAX. USDC is a centralized token while FRAX has its own governance system as outlined in the references p...","This proposal is about creating a pool with two boosted stable tokens, bb-a-USDC and bb-a-FRAX. USDC is a centralized token while FRAX has its own governance system as outlined in the references p...","Summary: > This pool uses the composable stable pool factory and contains two boosted stable pool tokens bb-a-USDC - Balancers AAVE boosted USDC, and bb-a-FRAX, Fraxs AAVE boosted token. This is o...",1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671044406337,0xd47f5c0a92649ab966738007e63aab8b09fc6ba8e555fc6e03bce73cb19b638d,https://forum.balancer.fi/t/bip-138-enable-bb-a-frax-bb-a-usdc-gauge-ethereum/4171,https://snapshot.org/#/balancer.eth/proposal/0xd47f5c0a92649ab966738007e63aab8b09fc6ba8e555fc6e03bce73cb19b638d,,197.0,2632,609,607,5,23,107,411,505,2229,0.211462,0.184305,0.046296,0.055825,16,178,140,47,0.435185,0.339806,"This proposal suggests creating a pool using the composable stable pool factory containing two boosted stable pool tokens, bb-a-USDC and bb-a-FRAX. These tokens are essentially enhanced versions o...","This proposal is about creating a pool called bb-a-USDC, which uses AAVE boosted strategy for USDC, and bb-a-FRAX, which uses AAVE boosted strategy for Frax. The aim is to make the token pairing m..."
208,257,[BIP-137] Enable bb-a-TUSD / bb-a-USD Gauge [Ethereum],12,"This pool uses a composable stable pool factory which contains two Balancer-AAVE boosted tokens, bb-a-USD and bb-a-TUSD. This is beneficial for both Balancer and TrueUSD, as it provides an efficie...","This pool uses a composable stable pool factory which contains two Balancer-AAVE boosted tokens, bb-a-USD and bb-a-TUSD. This is beneficial for both Balancer and TrueUSD, as it provides an efficie...","Summary: > This pool uses the composable stable pool factory and contains two boosted stable pool tokens bb-a-USD - Balancers AAVE boosted stable pool token, and bb-a-TUSD, True USDs AAVE boosted ...",1671127200000,1671472800000,0x7019Be4E4eB74cA5F61224FeAf687d2b43998516,1671044406835,0xac7489e292bb121073fc28276142e869d1161c762b1e7e4908ab55fcc6ba2ce0,https://forum.balancer.fi/t/bip-138-enable-bb-a-tusd-bb-a-usd-gauge-ethereum/4170,https://snapshot.org/#/balancer.eth/proposal/0xac7489e292bb121073fc28276142e869d1161c762b1e7e4908ab55fcc6ba2ce0,,196.0,2415,723,722,5,23,122,383,606,2036,0.200988,0.188022,0.040650,0.059896,17,155,128,46,0.373984,0.333333,"This proposal discusses the creation of a new pool that uses two stable coin tokens, bb-a-USD and bb-a-TUSD, which are enhanced using AAVE's boosted strategy. This potentially makes transactions m...","This proposal suggests creating a new pool called bb-a-USD, which uses the Balancer protocol and AAVE's boosted strategy. The pool will include tokens from Balancer's AAVE boosted stable pool and ..."
209,258,Community Governance Process Changes,2,This proposal outlines proposed changes to the Uniswap community governance process. The changes include removing the first off-chain Snapshot poll and replacing it with a "Request for Comment" po...,This proposal outlines proposed changes to the Uniswap community governance process. The changes include removing the first off-chain Snapshot poll and replacing it with a "Request for Comment" po...,"Post: [link] ~~~ On November 21st, we posted a Request for Comment 5 on a series of proposed changes to the Uniswap community governance process. Thank you to everyone who has provided their comme...",1671047494000,1671652800000,0xf665F2eD351696817898fe0Ace20c5C1Bc3c5796,1671048008258,0x387b5e811e9673359b98729af5c7f14a50b7d0ea9b4dcf9278686b238932e25d,https://gov.uniswap.org/t/rfc-update-community-governance-process-changes/19718,https://snapshot.org/#/uniswap/proposal/0x387b5e811e9673359b98729af5c7f14a50b7d0ea9b4dcf9278686b238932e25d,,191.0,7717,657,657,4,71,107,1309,555,6440,0.192446,0.203229,0.037037,0.054198,12,182,517,40,0.370370,0.394656,"The Uniswap Foundation has proposed changes to improve the community governance process, based on public feedback. They've proposed prolonging the period for the new 'Request for Comment' to a min...",The Uniswap community is proposing changes to their governance process to make it more efficient and effective. They want to remove the first off-chain vote and replace it with a "Request for Comm...
210,260,[BIP-139] Update Emergency subDAO Permissions,12,"This passage is proposing to use a DAO multisig in each network, specifically Ethereum, Optimism, Polygon and Arbitrum. It explains what three kinds of permissions will be used - enableRecoveryMod...","This passage is proposing to use a DAO multisig in each network, specifically Ethereum, Optimism, Polygon and Arbitrum. It explains what three kinds of permissions will be used - enableRecoveryMod...","Motivation. This is for three kinds of permissions per network: 'enableRecoveryMode' for Pools, which simply provides a safe way to exit pools proportionally at the cost of disabling protocol fees...",1671143994000,1671490800000,0x512fce9B07Ce64590849115EE6B32fd40eC0f5F3,1671144309393,0x6e0d7cbcd35f9b3949bf7f4607d71ac66a97561b0f304a1939c400f710ea0cbd,,https://snapshot.org/#/balancer.eth/proposal/0x6e0d7cbcd35f9b3949bf7f4607d71ac66a97561b0f304a1939c400f710ea0cbd,,199.0,2043,591,584,2,4,87,201,497,1841,0.174699,0.109121,0.022727,0.019802,10,232,42,33,0.375000,0.207921,"This proposal is about creating three types of permissions for each network: 'enableRecoveryMode' for Pools which lets you safely exit the pool but at the same time, switches off protocol fees; 'd...","This proposal introduces three types of permissions for each network: 'enableRecoveryMode' allows for a safe way to exit pools but disables protocol fees, 'denylistToken' prevents certain tokens f..."
211,261,Lido on Ethereum Block Proposer Rewards Policy 2.0 and Relay Maintenance Committee,10,"This proposal is about updating Lido DAOs existing Block Proposer Rewards Policy. If people think the policy should be updated, they can vote \"For\" If people are against this proposal, they can vo...","This proposal is about updating Lido DAO's existing Block Proposer Rewards Policy. If people think the policy should be updated, they can vote \"For\". If people are against this proposal, they can ...","Following the [draft policy updates extensively discussed on the forums]([link]), a proposed [v2.0 of the Block Proposer Rewards Policy]([link]) has been uploaded to IPFS. If you think Lido DAO sh...",1671181264000,1671807600000,0xDbBC6A93ae517D3ea568C04219cbBBd025f01CB6,1671182108757,0x7ac2431dc0eddcad4a02ba220a19f451ab6b064a0eaef961ed386dc573722a7f,https://research.lido.fi/t/discussion-draft-lido-on-ethereum-block-proposer-rewards-policy-2-0/3132/13,https://snapshot.org/#/lido-snapshot.eth/proposal/0x7ac2431dc0eddcad4a02ba220a19f451ab6b064a0eaef961ed386dc573722a7f,,200.0,12342,1068,1062,5,68,165,1998,901,10406,0.182927,0.191986,0.030120,0.034017,23,511,781,48,0.289157,0.390695,"This proposal aims to update the Block Proposer Rewards Policy for Lido DAO. The proposed changes include the full adoption of \"PBS lite via MEV Boost for Node Operators, defined consequences for ...","The proposed v2.0 of the Block Proposer Rewards Policy suggests several changes. It includes expectations for all Node Operators to use the \"PBS lite via MEV Boost\" method, defines the responsibil..."
212,263,Authorise the release of Aave <> Chainlink Proof of Reserve for Aave Avalanche,3,"This proposal authorizes BGD to release Aave <> Chainlink Proof of Reserve Phase 1 for Aave v2 & v3 Avalanche. The repository can be found on GitHub, and the approval from the community grants per...","This proposal authorizes BGD to release Aave <> Chainlink Proof of Reserve Phase 1 for Aave v2 & v3 Avalanche. The repository can be found on GitHub, and the approval from the community grants per...","Summary. This proposal authorises BGD to proceed with the release of Aave <> Chainlink Proof of Reserve Phase 1, targeting Aave v2 & v3 Avalanche. The repository of the project can be found on [[l...",1671300000000,1671732000000,0xf71fc92e2949ccF6A5Fd369a0b402ba80Bc61E02,1671211808754,0x546ead37609b3f23c11559fe90e798b725af755f402bdd77e37583b4186d1f29,https://governance.aave.com/t/bgd-aave-chainlink-proof-of-reserve-phase-1-release-candidate/10972,https://snapshot.org/#/aave.eth/proposal/0x546ead37609b3f23c11559fe90e798b725af755f402bdd77e37583b4186d1f29,,202.0,684,378,378,3,5,58,107,319,578,0.181250,0.184801,0.050847,0.046296,8,29,41,19,0.322034,0.379630,This proposal authorizes BGD to start Phase 1 of the Aave and Chainlink Proof of Reserve project on Avalanche versions 2 & 3. You can find all the technical details on the project's webpage. In ad...,"This proposal gives permission for BGD to move forward with the release of Aave <> Chainlink Proof of Reserve Phase 1 on the Avalanche network, specifically targeting Aave v2 & v3. The project's r..."
213,265,[1IP-11] 1inch Staking Pods,1,"This proposal seeks to implement a new staking system for 1INCH tokens. This system involves incentivizing users to lock their 1INCH tokens in a staking contract to receive \"st1INCH\" tokens, which...","This proposal seeks to implement a new staking system for 1INCH tokens. This system involves incentivizing users to lock their 1INCH tokens in a staking contract to receive \"st1INCH\" tokens, which...","Author: . References: [GitHub - 1inch/erc20-pods 7]([link]), [GitHub - 1inch/farming 5]([link]), [GitHub - 1inch/delegating 1]([link]) Simple Summary. --- This proposal seeks to implement a new St...",1671276852000,1671881652000,0xea172676E4105e92Cc52DBf45fD93b274eC96676,1671273907666,0xece08908c3e10e5125557bc52caac70e5cdc862c391bf02f870da9d1bcc40542,https://gov.1inch.io/t/1ip-11-1inch-staking-pods/3692,https://snapshot.org/#/1inch.eth/proposal/0xece08908c3e10e5125557bc52caac70e5cdc862c391bf02f870da9d1bcc40542,,,8839,784,784,5,82,129,1419,655,7420,0.196646,0.191214,0.038462,0.057746,14,290,527,49,0.376923,0.371127,"This proposal outlines a plan to change how 1INCH tokens are staked on the 1inch Network, in order to encourage more people to participate. Users will be able to lock their tokens into a staking c...",This proposal suggests implementing a new Staking Pod system for the 1INCH token. Stakers will lock their tokens for a set amount of time and receive st1INCH tokens in return. These st1INCH tokens...
214,266,[ARFC] Aave v3 Polygon wMATIC Interest Rate Update,3,"This proposal is about amending the wMATIC interest rate parameters on the Aave Polygon v3 Liquidity Pool to make it more capital efficient. By increasing the Uoptimal parameter from 45% to 75%, t...","This proposal is about amending the wMATIC interest rate parameters on the Aave Polygon v3 Liquidity Pool to make it more capital efficient. By increasing the Uoptimal parameter from 45% to 75%, t...","--- title: [ARFC] Aave v3 Polygon wMATIC Interest Rate Update. Author: @Llamaxyz, @MatthewGraham. Dated: 2022-12-17. --- Simple Summary. Llama presents a proposal to amend the wMATIC interest rate...",1671408000000,1671832800000,0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,1671292808667,0xb1086fea9d6f4c2fcde0362768e4cd8c2bc1a42a1897704ac5639490f1ef895e,https://governance.aave.com/t/arc-aave-v3-polygon-wmatic-interest-rate-update/10290,https://snapshot.org/#/aave.eth/proposal/0xb1086fea9d6f4c2fcde0362768e4cd8c2bc1a42a1897704ac5639490f1ef895e,,204.0,3668,737,733,3,29,126,610,611,3101,0.205882,0.196647,0.023622,0.047463,20,213,195,45,0.354331,0.319149,"This proposal is about improving the use of the wMATIC Reserve in the Aave Polygon v3 Liquidity Pool, since high borrowing costs are currently making it unattractive for users. To solve this, the ...","This proposal suggests making changes to the interest rate parameters for wMATIC on the Aave Polygon v3 Liquidity Pool. Currently, the borrowing costs for wMATIC are higher than the yield obtained..."
